CaptureSignal II -  INSA de Lyon - MATEIS / SGM - JF -  2010																					
Utilisateur: 																					
																					
Description: 																					
																					
N?	Date	Heure	Temps (s)	Voie 0 U(V)	Voie 1 I(A)	Voie 2 	Voie 3 	Voie 4 	Voie 5 	Voie 6 	Voie 7 	Voie 0 volts	Voie 1 volts	Voie 2 volts	Voie 3 volts	Voie 4 volts 	Voie 5 volts	Voie 6 volts	Voie 7 volts	Incident n?	Incident txt
1295	09/10/2013	09:13:51	129.40	9.0726833	1.3638628	0	0	0	0	0	0	9.090865	1.312488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1296	09/10/2013	09:13:51	129.50	9.0727816	1.3635211	0	0	0	0	0	0	9.090963	1.312156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1297	09/10/2013	09:13:51	129.60	9.0729456	1.3636930	0	0	0	0	0	0	9.091128	1.312323	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1298	09/10/2013	09:13:51	129.70	9.0734081	1.3640207	0	0	0	0	0	0	9.091591	1.312642	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1299	09/10/2013	09:13:51	129.80	9.0738688	1.3640126	0	0	0	0	0	0	9.092052	1.312634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1300	09/10/2013	09:13:51	129.90	9.0744190	1.3641372	0	0	0	0	0	0	9.092605	1.312755	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1301	09/10/2013	09:13:52	130.00	9.0747919	1.3640689	0	0	0	0	0	0	9.092978	1.312688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1302	09/10/2013	09:13:52	130.10	9.0751333	1.3640604	0	0	0	0	0	0	9.093320	1.312680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1303	09/10/2013	09:13:52	130.20	9.0753174	1.3639928	0	0	0	0	0	0	9.093504	1.312614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1304	09/10/2013	09:13:52	130.30	9.0752125	1.3641685	0	0	0	0	0	0	9.093399	1.312785	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1305	09/10/2013	09:13:52	130.40	9.0747986	1.3638248	0	0	0	0	0	0	9.092984	1.312451	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1306	09/10/2013	09:13:52	130.50	9.0747833	1.3637720	0	0	0	0	0	0	9.092970	1.312400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1307	09/10/2013	09:13:52	130.60	9.0746174	1.3641025	0	0	0	0	0	0	9.092803	1.312721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1308	09/10/2013	09:13:52	130.70	9.0747576	1.3636270	0	0	0	0	0	0	9.092943	1.312259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1309	09/10/2013	09:13:52	130.80	9.0748615	1.3639615	0	0	0	0	0	0	9.093048	1.312584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1310	09/10/2013	09:13:52	130.90	9.0750198	1.3640150	0	0	0	0	0	0	9.093206	1.312636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1311	09/10/2013	09:13:53	131.00	9.0750999	1.3638338	0	0	0	0	0	0	9.093287	1.312460	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1312	09/10/2013	09:13:53	131.10	9.0751677	1.3638538	0	0	0	0	0	0	9.093354	1.312479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1313	09/10/2013	09:13:53	131.20	9.0752182	1.3639536	0	0	0	0	0	0	9.093405	1.312576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1314	09/10/2013	09:13:53	131.30	9.0752850	1.3641856	0	0	0	0	0	0	9.093472	1.312802	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1315	09/10/2013	09:13:53	131.40	9.0753708	1.3642091	0	0	0	0	0	0	9.093557	1.312824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1316	09/10/2013	09:13:53	131.50	9.0753736	1.3640989	0	0	0	0	0	0	9.093560	1.312717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1317	09/10/2013	09:13:53	131.60	9.0753908	1.3638581	0	0	0	0	0	0	9.093577	1.312484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1318	09/10/2013	09:13:53	131.70	9.0754128	1.3641164	0	0	0	0	0	0	9.093600	1.312734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1319	09/10/2013	09:13:53	131.80	9.0754108	1.3639017	0	0	0	0	0	0	9.093597	1.312526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1320	09/10/2013	09:13:53	131.90	9.0753059	1.3640479	0	0	0	0	0	0	9.093493	1.312668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1321	09/10/2013	09:13:54	132.00	9.0751705	1.3639147	0	0	0	0	0	0	9.093357	1.312539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1322	09/10/2013	09:13:54	132.10	9.0749159	1.3637595	0	0	0	0	0	0	9.093102	1.312388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1323	09/10/2013	09:13:54	132.20	9.0749979	1.3641858	0	0	0	0	0	0	9.093184	1.312802	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1324	09/10/2013	09:13:54	132.30	9.0747061	1.3639771	0	0	0	0	0	0	9.092892	1.312599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1325	09/10/2013	09:13:54	132.40	9.0746021	1.3639156	0	0	0	0	0	0	9.092788	1.312539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1326	09/10/2013	09:13:54	132.50	9.0746145	1.3639932	0	0	0	0	0	0	9.092800	1.312615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1327	09/10/2013	09:13:54	132.60	9.0747423	1.3640440	0	0	0	0	0	0	9.092928	1.312664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1328	09/10/2013	09:13:54	132.70	9.0746489	1.3640025	0	0	0	0	0	0	9.092834	1.312624	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1329	09/10/2013	09:13:54	132.80	9.0747299	1.3642384	0	0	0	0	0	0	9.092916	1.312853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1330	09/10/2013	09:13:54	132.90	9.0747080	1.3638011	0	0	0	0	0	0	9.092894	1.312428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1331	09/10/2013	09:13:55	133.00	9.0749149	1.3642793	0	0	0	0	0	0	9.093102	1.312892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1332	09/10/2013	09:13:55	133.10	9.0748625	1.3640882	0	0	0	0	0	0	9.093048	1.312707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1333	09/10/2013	09:13:55	133.20	9.0749264	1.3639400	0	0	0	0	0	0	9.093113	1.312563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1334	09/10/2013	09:13:55	133.30	9.0750923	1.3639408	0	0	0	0	0	0	9.093279	1.312564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1335	09/10/2013	09:13:55	133.40	9.0749674	1.3639877	0	0	0	0	0	0	9.093154	1.312609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1336	09/10/2013	09:13:55	133.50	9.0750322	1.3641996	0	0	0	0	0	0	9.093219	1.312815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1337	09/10/2013	09:13:55	133.60	9.0747623	1.3641074	0	0	0	0	0	0	9.092949	1.312726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1338	09/10/2013	09:13:55	133.70	9.0747814	1.3642452	0	0	0	0	0	0	9.092967	1.312859	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1339	09/10/2013	09:13:55	133.80	9.0746937	1.3641557	0	0	0	0	0	0	9.092879	1.312773	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1340	09/10/2013	09:13:55	133.90	9.0746279	1.3642697	0	0	0	0	0	0	9.092813	1.312883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1341	09/10/2013	09:13:56	134.00	9.0744486	1.3641990	0	0	0	0	0	0	9.092634	1.312815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1342	09/10/2013	09:13:56	134.10	9.0742168	1.3643959	0	0	0	0	0	0	9.092402	1.313006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1343	09/10/2013	09:13:56	134.20	9.0740004	1.3643740	0	0	0	0	0	0	9.092185	1.312984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1344	09/10/2013	09:13:56	134.30	9.0739431	1.3640461	0	0	0	0	0	0	9.092128	1.312666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1345	09/10/2013	09:13:56	134.40	9.0738831	1.3640608	0	0	0	0	0	0	9.092067	1.312680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1346	09/10/2013	09:13:56	134.50	9.0739517	1.3640361	0	0	0	0	0	0	9.092136	1.312656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1347	09/10/2013	09:13:56	134.60	9.0739994	1.3640407	0	0	0	0	0	0	9.092183	1.312661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1348	09/10/2013	09:13:56	134.70	9.0741434	1.3640052	0	0	0	0	0	0	9.092328	1.312626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1349	09/10/2013	09:13:56	134.80	9.0743303	1.3646106	0	0	0	0	0	0	9.092516	1.313214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1350	09/10/2013	09:13:56	134.90	9.0745821	1.3641484	0	0	0	0	0	0	9.092768	1.312765	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1351	09/10/2013	09:13:57	135.00	9.0747442	1.3640890	0	0	0	0	0	0	9.092930	1.312708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1352	09/10/2013	09:13:57	135.10	9.0750523	1.3641826	0	0	0	0	0	0	9.093239	1.312799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1353	09/10/2013	09:13:57	135.20	9.0751581	1.3645624	0	0	0	0	0	0	9.093345	1.313167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1354	09/10/2013	09:13:57	135.30	9.0751905	1.3639036	0	0	0	0	0	0	9.093377	1.312528	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1355	09/10/2013	09:13:57	135.40	9.0750990	1.3640448	0	0	0	0	0	0	9.093286	1.312665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1356	09/10/2013	09:13:57	135.50	9.0751114	1.3642880	0	0	0	0	0	0	9.093298	1.312901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1357	09/10/2013	09:13:57	135.60	9.0749674	1.3639957	0	0	0	0	0	0	9.093154	1.312617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1358	09/10/2013	09:13:57	135.70	9.0749712	1.3638414	0	0	0	0	0	0	9.093158	1.312467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1359	09/10/2013	09:13:57	135.80	9.0751143	1.3639020	0	0	0	0	0	0	9.093301	1.312526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1360	09/10/2013	09:13:57	135.90	9.0752525	1.3641762	0	0	0	0	0	0	9.093439	1.312792	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1361	09/10/2013	09:13:58	136.00	9.0754118	1.3641565	0	0	0	0	0	0	9.093599	1.312773	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1362	09/10/2013	09:13:58	136.10	9.0754871	1.3638992	0	0	0	0	0	0	9.093675	1.312524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1363	09/10/2013	09:13:58	136.20	9.0754795	1.3641646	0	0	0	0	0	0	9.093667	1.312781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1364	09/10/2013	09:13:58	136.30	9.0754442	1.3641148	0	0	0	0	0	0	9.093632	1.312733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1365	09/10/2013	09:13:58	136.40	9.0753050	1.3640131	0	0	0	0	0	0	9.093492	1.312634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1366	09/10/2013	09:13:58	136.50	9.0752792	1.3639772	0	0	0	0	0	0	9.093466	1.312599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1367	09/10/2013	09:13:58	136.60	9.0751667	1.3642001	0	0	0	0	0	0	9.093353	1.312816	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1368	09/10/2013	09:13:58	136.70	9.0750580	1.3642043	0	0	0	0	0	0	9.093245	1.312820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1369	09/10/2013	09:13:58	136.80	9.0750141	1.3638730	0	0	0	0	0	0	9.093201	1.312498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1370	09/10/2013	09:13:58	136.90	9.0749588	1.3640141	0	0	0	0	0	0	9.093145	1.312635	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1371	09/10/2013	09:13:59	137.00	9.0749712	1.3641022	0	0	0	0	0	0	9.093158	1.312721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1372	09/10/2013	09:13:59	137.10	9.0747967	1.3638327	0	0	0	0	0	0	9.092982	1.312459	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1373	09/10/2013	09:13:59	137.20	9.0747156	1.3636947	0	0	0	0	0	0	9.092901	1.312325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1374	09/10/2013	09:13:59	137.30	9.0746517	1.3635565	0	0	0	0	0	0	9.092838	1.312191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1375	09/10/2013	09:13:59	137.40	9.0746784	1.3636279	0	0	0	0	0	0	9.092864	1.312260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1376	09/10/2013	09:13:59	137.50	9.0746155	1.3637413	0	0	0	0	0	0	9.092801	1.312370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1377	09/10/2013	09:13:59	137.60	9.0746393	1.3639238	0	0	0	0	0	0	9.092825	1.312547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1378	09/10/2013	09:13:59	137.70	9.0747719	1.3641351	0	0	0	0	0	0	9.092957	1.312753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1379	09/10/2013	09:13:59	137.80	9.0749350	1.3639635	0	0	0	0	0	0	9.093122	1.312586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1380	09/10/2013	09:13:59	137.90	9.0749512	1.3636822	0	0	0	0	0	0	9.093137	1.312313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1381	09/10/2013	09:14:00	138.00	9.0748749	1.3640382	0	0	0	0	0	0	9.093061	1.312658	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1382	09/10/2013	09:14:00	138.10	9.0749207	1.3636764	0	0	0	0	0	0	9.093107	1.312307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1383	09/10/2013	09:14:00	138.20	9.0748911	1.3634679	0	0	0	0	0	0	9.093077	1.312105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1384	09/10/2013	09:14:00	138.30	9.0747786	1.3638394	0	0	0	0	0	0	9.092964	1.312465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1385	09/10/2013	09:14:00	138.40	9.0748138	1.3637584	0	0	0	0	0	0	9.093000	1.312387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1386	09/10/2013	09:14:00	138.50	9.0748444	1.3635756	0	0	0	0	0	0	9.093030	1.312209	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1387	09/10/2013	09:14:00	138.60	9.0746832	1.3637549	0	0	0	0	0	0	9.092869	1.312383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1388	09/10/2013	09:14:00	138.70	9.0747128	1.3642186	0	0	0	0	0	0	9.092899	1.312834	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1389	09/10/2013	09:14:00	138.80	9.0747318	1.3641084	0	0	0	0	0	0	9.092917	1.312727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1390	09/10/2013	09:14:00	138.90	9.0747242	1.3640534	0	0	0	0	0	0	9.092910	1.312673	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1391	09/10/2013	09:14:01	139.00	9.0747910	1.3639872	0	0	0	0	0	0	9.092977	1.312609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1392	09/10/2013	09:14:01	139.10	9.0748854	1.3639443	0	0	0	0	0	0	9.093071	1.312567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1393	09/10/2013	09:14:01	139.20	9.0750341	1.3638842	0	0	0	0	0	0	9.093221	1.312509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1394	09/10/2013	09:14:01	139.30	9.0748997	1.3639702	0	0	0	0	0	0	9.093086	1.312592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1395	09/10/2013	09:14:01	139.40	9.0749474	1.3639165	0	0	0	0	0	0	9.093134	1.312540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1396	09/10/2013	09:14:01	139.50	9.0749979	1.3641444	0	0	0	0	0	0	9.093184	1.312762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1397	09/10/2013	09:14:01	139.60	9.0748634	1.3640085	0	0	0	0	0	0	9.093049	1.312630	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1398	09/10/2013	09:14:01	139.70	9.0746765	1.3640296	0	0	0	0	0	0	9.092862	1.312650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1399	09/10/2013	09:14:01	139.80	9.0745983	1.3641287	0	0	0	0	0	0	9.092784	1.312746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1400	09/10/2013	09:14:01	139.90	9.0747824	1.3641568	0	0	0	0	0	0	9.092969	1.312774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1401	09/10/2013	09:14:02	140.00	9.0749178	1.3640368	0	0	0	0	0	0	9.093103	1.312657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1402	09/10/2013	09:14:02	140.10	9.0748415	1.3635377	0	0	0	0	0	0	9.093027	1.312172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1403	09/10/2013	09:14:02	140.20	9.0750017	1.3636507	0	0	0	0	0	0	9.093187	1.312282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1404	09/10/2013	09:14:02	140.30	9.0749979	1.3639400	0	0	0	0	0	0	9.093184	1.312563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1405	09/10/2013	09:14:02	140.40	9.0750103	1.3640108	0	0	0	0	0	0	9.093197	1.312632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1406	09/10/2013	09:14:02	140.50	9.0748491	1.3638589	0	0	0	0	0	0	9.093036	1.312484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1407	09/10/2013	09:14:02	140.60	9.0743608	1.3642319	0	0	0	0	0	0	9.092546	1.312847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1408	09/10/2013	09:14:02	140.70	9.0741606	1.3640883	0	0	0	0	0	0	9.092345	1.312707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1409	09/10/2013	09:14:02	140.80	9.0741205	1.3638926	0	0	0	0	0	0	9.092305	1.312517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1410	09/10/2013	09:14:02	140.90	9.0742950	1.3637931	0	0	0	0	0	0	9.092481	1.312420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1411	09/10/2013	09:14:03	141.00	9.0743666	1.3638587	0	0	0	0	0	0	9.092551	1.312484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1412	09/10/2013	09:14:03	141.10	9.0743723	1.3640928	0	0	0	0	0	0	9.092558	1.312711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1413	09/10/2013	09:14:03	141.20	9.0745277	1.3642251	0	0	0	0	0	0	9.092713	1.312840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1414	09/10/2013	09:14:03	141.30	9.0747604	1.3641599	0	0	0	0	0	0	9.092946	1.312777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1415	09/10/2013	09:14:03	141.40	9.0749912	1.3638935	0	0	0	0	0	0	9.093178	1.312518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1416	09/10/2013	09:14:03	141.50	9.0751905	1.3642230	0	0	0	0	0	0	9.093377	1.312838	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1417	09/10/2013	09:14:03	141.60	9.0752335	1.3638802	0	0	0	0	0	0	9.093420	1.312505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1418	09/10/2013	09:14:03	141.70	9.0753803	1.3641201	0	0	0	0	0	0	9.093568	1.312738	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1419	09/10/2013	09:14:03	141.80	9.0753841	1.3641853	0	0	0	0	0	0	9.093571	1.312801	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1420	09/10/2013	09:14:03	141.90	9.0752363	1.3641506	0	0	0	0	0	0	9.093423	1.312768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1421	09/10/2013	09:14:04	142.00	9.0751162	1.3644353	0	0	0	0	0	0	9.093303	1.313044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1422	09/10/2013	09:14:04	142.10	9.0747738	1.3644648	0	0	0	0	0	0	9.092959	1.313073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1423	09/10/2013	09:14:04	142.20	9.0747080	1.3643963	0	0	0	0	0	0	9.092895	1.313006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1424	09/10/2013	09:14:04	142.30	9.0746088	1.3643554	0	0	0	0	0	0	9.092794	1.312966	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1425	09/10/2013	09:14:04	142.40	9.0745897	1.3641973	0	0	0	0	0	0	9.092775	1.312813	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1426	09/10/2013	09:14:04	142.50	9.0744333	1.3642677	0	0	0	0	0	0	9.092619	1.312881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1427	09/10/2013	09:14:04	142.60	9.0744839	1.3641080	0	0	0	0	0	0	9.092669	1.312726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1428	09/10/2013	09:14:04	142.70	9.0743761	1.3643086	0	0	0	0	0	0	9.092562	1.312921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1429	09/10/2013	09:14:04	142.80	9.0743513	1.3641222	0	0	0	0	0	0	9.092537	1.312740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1430	09/10/2013	09:14:04	142.90	9.0745554	1.3643051	0	0	0	0	0	0	9.092741	1.312918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1431	09/10/2013	09:14:05	143.00	9.0743866	1.3639909	0	0	0	0	0	0	9.092571	1.312613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1432	09/10/2013	09:14:05	143.10	9.0742760	1.3642110	0	0	0	0	0	0	9.092461	1.312826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1433	09/10/2013	09:14:05	143.20	9.0739994	1.3640293	0	0	0	0	0	0	9.092184	1.312650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1434	09/10/2013	09:14:05	143.30	9.0739155	1.3643795	0	0	0	0	0	0	9.092099	1.312990	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1435	09/10/2013	09:14:05	143.40	9.0741310	1.3641832	0	0	0	0	0	0	9.092316	1.312799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1436	09/10/2013	09:14:05	143.50	9.0744257	1.3639915	0	0	0	0	0	0	9.092611	1.312613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1437	09/10/2013	09:14:05	143.60	9.0745106	1.3642659	0	0	0	0	0	0	9.092695	1.312879	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1438	09/10/2013	09:14:05	143.70	9.0746908	1.3639815	0	0	0	0	0	0	9.092876	1.312603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1439	09/10/2013	09:14:05	143.80	9.0750093	1.3643467	0	0	0	0	0	0	9.093196	1.312958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1440	09/10/2013	09:14:05	143.90	9.0749598	1.3640989	0	0	0	0	0	0	9.093145	1.312717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1441	09/10/2013	09:14:06	144.00	9.0748138	1.3642974	0	0	0	0	0	0	9.092999	1.312910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1442	09/10/2013	09:14:06	144.10	9.0745106	1.3643640	0	0	0	0	0	0	9.092696	1.312975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1443	09/10/2013	09:14:06	144.20	9.0744982	1.3640441	0	0	0	0	0	0	9.092684	1.312664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1444	09/10/2013	09:14:06	144.30	9.0742626	1.3639977	0	0	0	0	0	0	9.092447	1.312619	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1445	09/10/2013	09:14:06	144.40	9.0741549	1.3640468	0	0	0	0	0	0	9.092340	1.312667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1446	09/10/2013	09:14:06	144.50	9.0739412	1.3641320	0	0	0	0	0	0	9.092125	1.312750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1447	09/10/2013	09:14:06	144.60	9.0736618	1.3638744	0	0	0	0	0	0	9.091846	1.312500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1448	09/10/2013	09:14:06	144.70	9.0740671	1.3640342	0	0	0	0	0	0	9.092252	1.312655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1449	09/10/2013	09:14:06	144.80	9.0741396	1.3640556	0	0	0	0	0	0	9.092324	1.312675	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1450	09/10/2013	09:14:06	144.90	9.0740204	1.3641691	0	0	0	0	0	0	9.092204	1.312786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1451	09/10/2013	09:14:07	145.00	9.0739603	1.3643517	0	0	0	0	0	0	9.092144	1.312963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1452	09/10/2013	09:14:07	145.10	9.0740852	1.3643314	0	0	0	0	0	0	9.092270	1.312943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
