CaptureSignal II -  INSA de Lyon - MATEIS / SGM - JF -  2010																					
Utilisateur: 																					
																					
Description: 																					
																					
N?	Date	Heure	Temps (s)	Voie 0 U(V)	Voie 1 I(A)	Voie 2 	Voie 3 	Voie 4 	Voie 5 	Voie 6 	Voie 7 	Voie 0 volts	Voie 1 volts	Voie 2 volts	Voie 3 volts	Voie 4 volts 	Voie 5 volts	Voie 6 volts	Voie 7 volts	Incident n?	Incident txt
150	09/10/2013	09:11:56	14.90	9.0649681	1.3648108	0	0	0	0	0	0	9.083135	1.313409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
151	09/10/2013	09:11:57	15.00	9.0649223	1.3643095	0	0	0	0	0	0	9.083089	1.312922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
152	09/10/2013	09:11:57	15.10	9.0648394	1.3640718	0	0	0	0	0	0	9.083006	1.312691	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
153	09/10/2013	09:11:57	15.20	9.0647287	1.3638480	0	0	0	0	0	0	9.082894	1.312474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
154	09/10/2013	09:11:57	15.30	9.0646963	1.3641943	0	0	0	0	0	0	9.082863	1.312810	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
155	09/10/2013	09:11:57	15.40	9.0645590	1.3643662	0	0	0	0	0	0	9.082725	1.312977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
156	09/10/2013	09:11:57	15.50	9.0643930	1.3642259	0	0	0	0	0	0	9.082559	1.312841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
157	09/10/2013	09:11:57	15.60	9.0642548	1.3646204	0	0	0	0	0	0	9.082419	1.313224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
158	09/10/2013	09:11:57	15.70	9.0641127	1.3643734	0	0	0	0	0	0	9.082277	1.312984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
159	09/10/2013	09:11:57	15.80	9.0638599	1.3643262	0	0	0	0	0	0	9.082025	1.312938	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
160	09/10/2013	09:11:57	15.90	9.0637217	1.3640275	0	0	0	0	0	0	9.081885	1.312648	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
161	09/10/2013	09:11:58	16.00	9.0635729	1.3642223	0	0	0	0	0	0	9.081737	1.312837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
162	09/10/2013	09:11:58	16.10	9.0635300	1.3643728	0	0	0	0	0	0	9.081694	1.312983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
163	09/10/2013	09:11:58	16.20	9.0634212	1.3644471	0	0	0	0	0	0	9.081584	1.313056	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
164	09/10/2013	09:11:58	16.30	9.0632591	1.3642976	0	0	0	0	0	0	9.081422	1.312910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
165	09/10/2013	09:11:58	16.40	9.0631313	1.3643336	0	0	0	0	0	0	9.081294	1.312945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
166	09/10/2013	09:11:58	16.50	9.0630903	1.3643602	0	0	0	0	0	0	9.081253	1.312971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
167	09/10/2013	09:11:58	16.60	9.0631771	1.3643758	0	0	0	0	0	0	9.081340	1.312986	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
168	09/10/2013	09:11:58	16.70	9.0632973	1.3646286	0	0	0	0	0	0	9.081460	1.313232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
169	09/10/2013	09:11:58	16.80	9.0633917	1.3647342	0	0	0	0	0	0	9.081554	1.313334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
170	09/10/2013	09:11:58	16.90	9.0634537	1.3648018	0	0	0	0	0	0	9.081616	1.313400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
171	09/10/2013	09:11:59	17.00	9.0633955	1.3646454	0	0	0	0	0	0	9.081558	1.313248	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
172	09/10/2013	09:11:59	17.10	9.0635061	1.3640630	0	0	0	0	0	0	9.081669	1.312683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
173	09/10/2013	09:11:59	17.20	9.0635881	1.3642970	0	0	0	0	0	0	9.081752	1.312910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
174	09/10/2013	09:11:59	17.30	9.0636625	1.3645649	0	0	0	0	0	0	9.081826	1.313170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
175	09/10/2013	09:11:59	17.40	9.0638065	1.3644758	0	0	0	0	0	0	9.081971	1.313083	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
176	09/10/2013	09:11:59	17.50	9.0638742	1.3647181	0	0	0	0	0	0	9.082038	1.313319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
177	09/10/2013	09:11:59	17.60	9.0639315	1.3646522	0	0	0	0	0	0	9.082096	1.313254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
178	09/10/2013	09:11:59	17.70	9.0638494	1.3643858	0	0	0	0	0	0	9.082014	1.312996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
179	09/10/2013	09:11:59	17.80	9.0638876	1.3647273	0	0	0	0	0	0	9.082051	1.313327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
180	09/10/2013	09:11:59	17.90	9.0639572	1.3645856	0	0	0	0	0	0	9.082122	1.313190	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
181	09/10/2013	09:12:00	18.00	9.0640850	1.3645617	0	0	0	0	0	0	9.082250	1.313167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
182	09/10/2013	09:12:00	18.10	9.0641880	1.3648288	0	0	0	0	0	0	9.082353	1.313426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
183	09/10/2013	09:12:00	18.20	9.0641975	1.3646561	0	0	0	0	0	0	9.082362	1.313258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
184	09/10/2013	09:12:00	18.30	9.0642147	1.3643997	0	0	0	0	0	0	9.082379	1.313009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
185	09/10/2013	09:12:00	18.40	9.0643129	1.3644652	0	0	0	0	0	0	9.082478	1.313073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
186	09/10/2013	09:12:00	18.50	9.0642824	1.3640674	0	0	0	0	0	0	9.082447	1.312687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
187	09/10/2013	09:12:00	18.60	9.0642843	1.3645579	0	0	0	0	0	0	9.082449	1.313163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
188	09/10/2013	09:12:00	18.70	9.0643406	1.3644003	0	0	0	0	0	0	9.082506	1.313010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
189	09/10/2013	09:12:00	18.80	9.0643969	1.3643174	0	0	0	0	0	0	9.082562	1.312930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
190	09/10/2013	09:12:00	18.90	9.0644598	1.3642457	0	0	0	0	0	0	9.082625	1.312860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
191	09/10/2013	09:12:01	19.00	9.0644083	1.3643122	0	0	0	0	0	0	9.082574	1.312925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
192	09/10/2013	09:12:01	19.10	9.0644207	1.3642495	0	0	0	0	0	0	9.082586	1.312864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
193	09/10/2013	09:12:01	19.20	9.0644932	1.3642814	0	0	0	0	0	0	9.082659	1.312895	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
194	09/10/2013	09:12:01	19.30	9.0645561	1.3642678	0	0	0	0	0	0	9.082722	1.312881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
195	09/10/2013	09:12:01	19.40	9.0645609	1.3646103	0	0	0	0	0	0	9.082726	1.313214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
196	09/10/2013	09:12:01	19.50	9.0647736	1.3645400	0	0	0	0	0	0	9.082939	1.313146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
197	09/10/2013	09:12:01	19.60	9.0650969	1.3643708	0	0	0	0	0	0	9.083263	1.312981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
198	09/10/2013	09:12:01	19.70	9.0651369	1.3646162	0	0	0	0	0	0	9.083303	1.313220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
199	09/10/2013	09:12:01	19.80	9.0652189	1.3644742	0	0	0	0	0	0	9.083385	1.313082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
200	09/10/2013	09:12:01	19.90	9.0653219	1.3645611	0	0	0	0	0	0	9.083489	1.313166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
201	09/10/2013	09:12:02	20.00	9.0653172	1.3645219	0	0	0	0	0	0	9.083484	1.313128	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
202	09/10/2013	09:12:02	20.10	9.0653563	1.3643669	0	0	0	0	0	0	9.083523	1.312978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
203	09/10/2013	09:12:02	20.20	9.0654964	1.3642658	0	0	0	0	0	0	9.083664	1.312879	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
204	09/10/2013	09:12:02	20.30	9.0655928	1.3644513	0	0	0	0	0	0	9.083760	1.313059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
205	09/10/2013	09:12:02	20.40	9.0656443	1.3644893	0	0	0	0	0	0	9.083812	1.313096	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
206	09/10/2013	09:12:02	20.50	9.0656977	1.3644564	0	0	0	0	0	0	9.083865	1.313064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
207	09/10/2013	09:12:02	20.60	9.0656967	1.3647518	0	0	0	0	0	0	9.083864	1.313351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
208	09/10/2013	09:12:02	20.70	9.0656214	1.3645482	0	0	0	0	0	0	9.083789	1.313154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
209	09/10/2013	09:12:02	20.80	9.0654297	1.3646349	0	0	0	0	0	0	9.083596	1.313238	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
210	09/10/2013	09:12:02	20.90	9.0652647	1.3642906	0	0	0	0	0	0	9.083432	1.312904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
211	09/10/2013	09:12:03	21.00	9.0652246	1.3642201	0	0	0	0	0	0	9.083391	1.312835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
212	09/10/2013	09:12:03	21.10	9.0652037	1.3646896	0	0	0	0	0	0	9.083370	1.313291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
213	09/10/2013	09:12:03	21.20	9.0653076	1.3645773	0	0	0	0	0	0	9.083474	1.313182	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
214	09/10/2013	09:12:03	21.30	9.0654478	1.3644049	0	0	0	0	0	0	9.083614	1.313014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
215	09/10/2013	09:12:03	21.40	9.0656395	1.3644022	0	0	0	0	0	0	9.083808	1.313012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
216	09/10/2013	09:12:03	21.50	9.0657206	1.3642956	0	0	0	0	0	0	9.083889	1.312908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
217	09/10/2013	09:12:03	21.60	9.0657301	1.3645915	0	0	0	0	0	0	9.083899	1.313196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
218	09/10/2013	09:12:03	21.70	9.0657892	1.3644831	0	0	0	0	0	0	9.083958	1.313090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
219	09/10/2013	09:12:03	21.80	9.0657635	1.3645586	0	0	0	0	0	0	9.083931	1.313164	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
220	09/10/2013	09:12:03	21.90	9.0656338	1.3643821	0	0	0	0	0	0	9.083801	1.312992	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
221	09/10/2013	09:12:04	22.00	9.0657892	1.3645400	0	0	0	0	0	0	9.083958	1.313146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
222	09/10/2013	09:12:04	22.10	9.0659876	1.3643713	0	0	0	0	0	0	9.084156	1.312982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
223	09/10/2013	09:12:04	22.20	9.0659685	1.3645561	0	0	0	0	0	0	9.084137	1.313161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
224	09/10/2013	09:12:04	22.30	9.0659904	1.3642778	0	0	0	0	0	0	9.084159	1.312891	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
225	09/10/2013	09:12:04	22.40	9.0660706	1.3645121	0	0	0	0	0	0	9.084239	1.313118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
226	09/10/2013	09:12:04	22.50	9.0661144	1.3644609	0	0	0	0	0	0	9.084284	1.313069	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
227	09/10/2013	09:12:04	22.60	9.0661154	1.3643548	0	0	0	0	0	0	9.084285	1.312966	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
228	09/10/2013	09:12:04	22.70	9.0661621	1.3644520	0	0	0	0	0	0	9.084331	1.313060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
229	09/10/2013	09:12:04	22.80	9.0662718	1.3644372	0	0	0	0	0	0	9.084441	1.313046	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
230	09/10/2013	09:12:04	22.90	9.0663366	1.3645356	0	0	0	0	0	0	9.084506	1.313141	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
231	09/10/2013	09:12:05	23.00	9.0663462	1.3643538	0	0	0	0	0	0	9.084515	1.312965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
232	09/10/2013	09:12:05	23.10	9.0663471	1.3645018	0	0	0	0	0	0	9.084517	1.313109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
233	09/10/2013	09:12:05	23.20	9.0665216	1.3644038	0	0	0	0	0	0	9.084691	1.313014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
234	09/10/2013	09:12:05	23.30	9.0666122	1.3640367	0	0	0	0	0	0	9.084782	1.312657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
235	09/10/2013	09:12:05	23.40	9.0666847	1.3642478	0	0	0	0	0	0	9.084854	1.312862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
236	09/10/2013	09:12:05	23.50	9.0666294	1.3643664	0	0	0	0	0	0	9.084799	1.312977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
237	09/10/2013	09:12:05	23.60	9.0665016	1.3640164	0	0	0	0	0	0	9.084671	1.312637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
238	09/10/2013	09:12:05	23.70	9.0663700	1.3642304	0	0	0	0	0	0	9.084538	1.312845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
239	09/10/2013	09:12:05	23.80	9.0664091	1.3645102	0	0	0	0	0	0	9.084579	1.313117	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
240	09/10/2013	09:12:05	23.90	9.0664310	1.3643541	0	0	0	0	0	0	9.084600	1.312965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
241	09/10/2013	09:12:06	24.00	9.0665703	1.3645008	0	0	0	0	0	0	9.084740	1.313107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
242	09/10/2013	09:12:06	24.10	9.0666485	1.3643533	0	0	0	0	0	0	9.084819	1.312964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
243	09/10/2013	09:12:06	24.20	9.0666656	1.3645539	0	0	0	0	0	0	9.084836	1.313159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
244	09/10/2013	09:12:06	24.30	9.0665932	1.3643445	0	0	0	0	0	0	9.084763	1.312956	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
245	09/10/2013	09:12:06	24.40	9.0664854	1.3646849	0	0	0	0	0	0	9.084655	1.313286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
246	09/10/2013	09:12:06	24.50	9.0664778	1.3647110	0	0	0	0	0	0	9.084647	1.313312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
247	09/10/2013	09:12:06	24.60	9.0666094	1.3646580	0	0	0	0	0	0	9.084779	1.313260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
248	09/10/2013	09:12:06	24.70	9.0667095	1.3643060	0	0	0	0	0	0	9.084879	1.312918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
249	09/10/2013	09:12:06	24.80	9.0667677	1.3644463	0	0	0	0	0	0	9.084937	1.313055	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
250	09/10/2013	09:12:06	24.90	9.0668287	1.3643175	0	0	0	0	0	0	9.084999	1.312930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
251	09/10/2013	09:12:07	25.00	9.0668974	1.3646353	0	0	0	0	0	0	9.085068	1.313238	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
252	09/10/2013	09:12:07	25.10	9.0669498	1.3645058	0	0	0	0	0	0	9.085120	1.313112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
253	09/10/2013	09:12:07	25.20	9.0669317	1.3644540	0	0	0	0	0	0	9.085102	1.313062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
254	09/10/2013	09:12:07	25.30	9.0669737	1.3644605	0	0	0	0	0	0	9.085144	1.313068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
255	09/10/2013	09:12:07	25.40	9.0669460	1.3643208	0	0	0	0	0	0	9.085116	1.312933	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
256	09/10/2013	09:12:07	25.50	9.0668650	1.3646808	0	0	0	0	0	0	9.085034	1.313282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
257	09/10/2013	09:12:07	25.60	9.0668936	1.3643895	0	0	0	0	0	0	9.085064	1.312999	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
258	09/10/2013	09:12:07	25.70	9.0668411	1.3642256	0	0	0	0	0	0	9.085011	1.312840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
259	09/10/2013	09:12:07	25.80	9.0668459	1.3642328	0	0	0	0	0	0	9.085016	1.312847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
260	09/10/2013	09:12:07	25.90	9.0667820	1.3644509	0	0	0	0	0	0	9.084951	1.313059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
261	09/10/2013	09:12:08	26.00	9.0667686	1.3645751	0	0	0	0	0	0	9.084939	1.313180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
262	09/10/2013	09:12:08	26.10	9.0667257	1.3642290	0	0	0	0	0	0	9.084896	1.312844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
263	09/10/2013	09:12:08	26.20	9.0666618	1.3644116	0	0	0	0	0	0	9.084831	1.313021	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
264	09/10/2013	09:12:08	26.30	9.0666399	1.3646441	0	0	0	0	0	0	9.084809	1.313247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
265	09/10/2013	09:12:08	26.40	9.0667343	1.3640405	0	0	0	0	0	0	9.084904	1.312661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
266	09/10/2013	09:12:08	26.50	9.0668592	1.3642021	0	0	0	0	0	0	9.085030	1.312818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
267	09/10/2013	09:12:08	26.60	9.0670271	1.3642930	0	0	0	0	0	0	9.085197	1.312906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
268	09/10/2013	09:12:08	26.70	9.0670958	1.3641993	0	0	0	0	0	0	9.085266	1.312815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
269	09/10/2013	09:12:08	26.80	9.0671692	1.3643959	0	0	0	0	0	0	9.085340	1.313006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
270	09/10/2013	09:12:08	26.90	9.0671120	1.3642956	0	0	0	0	0	0	9.085282	1.312908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
271	09/10/2013	09:12:09	27.00	9.0671139	1.3643912	0	0	0	0	0	0	9.085285	1.313001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
272	09/10/2013	09:12:09	27.10	9.0671759	1.3640819	0	0	0	0	0	0	9.085347	1.312701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
273	09/10/2013	09:12:09	27.20	9.0671730	1.3638778	0	0	0	0	0	0	9.085344	1.312503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
274	09/10/2013	09:12:09	27.30	9.0671530	1.3642437	0	0	0	0	0	0	9.085323	1.312858	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
275	09/10/2013	09:12:09	27.40	9.0671196	1.3640008	0	0	0	0	0	0	9.085290	1.312622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
276	09/10/2013	09:12:09	27.50	9.0671177	1.3638387	0	0	0	0	0	0	9.085288	1.312465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
277	09/10/2013	09:12:09	27.60	9.0670776	1.3642119	0	0	0	0	0	0	9.085248	1.312827	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
278	09/10/2013	09:12:09	27.70	9.0670691	1.3641487	0	0	0	0	0	0	9.085239	1.312766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
279	09/10/2013	09:12:09	27.80	9.0671682	1.3642310	0	0	0	0	0	0	9.085339	1.312846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
280	09/10/2013	09:12:09	27.90	9.0671501	1.3641677	0	0	0	0	0	0	9.085320	1.312784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
281	09/10/2013	09:12:10	28.00	9.0672197	1.3641274	0	0	0	0	0	0	9.085390	1.312745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
282	09/10/2013	09:12:10	28.10	9.0672264	1.3643687	0	0	0	0	0	0	9.085398	1.312979	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
283	09/10/2013	09:12:10	28.20	9.0671930	1.3643289	0	0	0	0	0	0	9.085363	1.312941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
284	09/10/2013	09:12:10	28.30	9.0671511	1.3645915	0	0	0	0	0	0	9.085321	1.313196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
285	09/10/2013	09:12:10	28.40	9.0671740	1.3643407	0	0	0	0	0	0	9.085344	1.312952	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
286	09/10/2013	09:12:10	28.50	9.0671377	1.3643060	0	0	0	0	0	0	9.085308	1.312918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
287	09/10/2013	09:12:10	28.60	9.0671234	1.3643633	0	0	0	0	0	0	9.085294	1.312974	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
288	09/10/2013	09:12:10	28.70	9.0669966	1.3644227	0	0	0	0	0	0	9.085167	1.313032	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
289	09/10/2013	09:12:10	28.80	9.0670404	1.3646193	0	0	0	0	0	0	9.085211	1.313223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
290	09/10/2013	09:12:10	28.90	9.0671291	1.3645915	0	0	0	0	0	0	9.085299	1.313196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
291	09/10/2013	09:12:11	29.00	9.0672112	1.3645881	0	0	0	0	0	0	9.085382	1.313192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
292	09/10/2013	09:12:11	29.10	9.0672503	1.3646307	0	0	0	0	0	0	9.085421	1.313234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
293	09/10/2013	09:12:11	29.20	9.0674057	1.3645111	0	0	0	0	0	0	9.085577	1.313118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
294	09/10/2013	09:12:11	29.30	9.0675154	1.3645024	0	0	0	0	0	0	9.085687	1.313109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
295	09/10/2013	09:12:11	29.40	9.0676575	1.3642706	0	0	0	0	0	0	9.085830	1.312884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
296	09/10/2013	09:12:11	29.50	9.0678072	1.3646104	0	0	0	0	0	0	9.085979	1.313214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
297	09/10/2013	09:12:11	29.60	9.0679255	1.3646387	0	0	0	0	0	0	9.086098	1.313241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
298	09/10/2013	09:12:11	29.70	9.0680065	1.3645897	0	0	0	0	0	0	9.086180	1.313194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
299	09/10/2013	09:12:11	29.80	9.0680027	1.3644589	0	0	0	0	0	0	9.086175	1.313067	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
300	09/10/2013	09:12:11	29.90	9.0680075	1.3642147	0	0	0	0	0	0	9.086180	1.312830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
301	09/10/2013	09:12:12	30.00	9.0680208	1.3641526	0	0	0	0	0	0	9.086193	1.312770	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
302	09/10/2013	09:12:12	30.10	9.0680590	1.3642161	0	0	0	0	0	0	9.086232	1.312831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
303	09/10/2013	09:12:12	30.20	9.0680094	1.3646429	0	0	0	0	0	0	9.086182	1.313245	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
304	09/10/2013	09:12:12	30.30	9.0680017	1.3644321	0	0	0	0	0	0	9.086175	1.313041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
305	09/10/2013	09:12:12	30.40	9.0679636	1.3643818	0	0	0	0	0	0	9.086136	1.312992	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
306	09/10/2013	09:12:12	30.50	9.0678759	1.3644565	0	0	0	0	0	0	9.086048	1.313065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
307	09/10/2013	09:12:12	30.60	9.0679579	1.3641597	0	0	0	0	0	0	9.086130	1.312776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
308	09/10/2013	09:12:12	30.70	9.0679855	1.3641058	0	0	0	0	0	0	9.086158	1.312724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
309	09/10/2013	09:12:12	30.80	9.0680180	1.3641790	0	0	0	0	0	0	9.086190	1.312795	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
